date,system,division,rank,note,fighter,fighter_id
2024-02-18,media,Light Heavyweight,11,,Ryan Spann,a67f5afa8d6a1b80
2024-02-18,media,Light Heavyweight,12,,Alonzo Menifield,a495f599e787614f
2024-02-18,media,Light Heavyweight,13,,Azamat Murzakanov,e90a2f22417af68e
2024-02-18,media,Light Heavyweight,14,,Dominick Reyes,2e19380f34871c6a
2024-02-18,media,Light Heavyweight,15,,Dustin Jacoby,e4277e87a789d687
2024-02-18,media,Lightweight,0,,Islam Makhachev,275aca31f61ba28c
2024-02-18,media,Lightweight,1,,Charles Oliveira,07225ba28ae309b6
2024-02-18,media,Lightweight,2,,Justin Gaethje,9e8f6c728eb01124
2024-02-18,media,Lightweight,3,,Dustin Poirier,029eaff01e6bb8f0
2024-02-18,media,Lightweight,4,,Arman Tsarukyan,eae48ff31db420c2
2024-02-18,media,Lightweight,5,,Michael Chandler,4b93a88f3b1de35b
2024-02-18,media,Lightweight,6,,Mateusz Gamrot,72db2a14ffa73ece
2024-02-18,media,Lightweight,7,,Beneil Dariush,08af939f41b5a57b
2024-02-18,media,Lightweight,8,,Rafael Fiziev,c814b4c899793af6
2024-02-18,media,Lightweight,9,,Jalin Turner,4d8fa64202cee4c1
2024-02-18,media,Lightweight,10,,Dan Hooker,193b9d1858bc4df3
2024-02-18,media,Lightweight,11,,Rafael dos Anjos,6a2f7c151031653d
2024-02-18,media,Lightweight,12,,Benoît Saint Denis,c2299ec916bc7c56
2024-02-18,media,Lightweight,13,,Renato Moicano,b6452706b373eea1
2024-02-18,media,Lightweight,14,,Bobby Green,887961364be5ceb3
2024-02-18,media,Lightweight,15,,Drew Dober,519e4fe37ce9ff75
2024-02-18,media,Middleweight,0,,Dricus du Plessis,0d7b51c9d2649a6e
2024-02-18,media,Middleweight,1,,Sean Strickland,0d8011111be000b2
2024-02-18,media,Middleweight,2,,Israel Adesanya,1338e2c7480bdf9e
2024-02-18,media,Middleweight,3,,Robert Whittaker,e1147d3d2dabe1ce
2024-02-18,media,Middleweight,4,,Jared Cannonier,13a0275fa13c4d26
2024-02-18,media,Middleweight,5,,Marvin Vettori,7acbb0972e75281a
2024-02-18,media,Middleweight,6,,Paulo Costa,2e5c2aa8e4ab9d82
2024-02-18,media,Middleweight,7,,Brendan Allen,2f181c0467965b98
2024-02-18,media,Middleweight,8,,Nassourdine Imavov,881bf86d4cba8578
2024-02-18,media,Middleweight,9,,Roman Dolidze,327d5f279895110d
2024-02-18,media,Middleweight,10,,Jack Hermansson,0a1942069c9ad6b6
2024-02-18,media,Middleweight,11,,Khamzat Chimaev,767755fd74662dbf
2024-02-18,media,Middleweight,12,,Paul Craig,eabf206b162b3b83
2024-02-18,media,Middleweight,13,,Chris Curtis,5442f1bc4b47eaf3
2024-02-18,media,Middleweight,14,,Caio Borralho,4126a78111c0855a
2024-02-18,media,Middleweight,15,,Anthony Hernandez,093e1f5bb73850be
2024-02-18,media,Welterweight,0,,Leon Edwards,f1fac969a1d70b08
2024-02-18,media,Welterweight,1,,Kamaru Usman,f1b2aa7853d1ed6e
2024-02-18,media,Welterweight,2,,Belal Muhammad,b1b0729d27936f2f
2024-02-18,media,Welterweight,3,,Shavkat Rakhmonov,01afe0916a40c7c5
2024-02-18,media,Welterweight,4,,Gilbert Burns,23024fdfc966410a
2024-02-18,media,Welterweight,5,,Colby Covington,dc9572dd6ec74859
2024-02-18,media,Welterweight,6,,Sean Brady,45f7cb591c3ab00b
2024-02-18,media,Welterweight,7,,Stephen Thompson,4a28cb716c19157a
2024-02-18,media,Welterweight,8,,Geoff Neal,b997be68943010fc
2024-02-18,media,Welterweight,9,,Vicente Luque,6d4b63c767106d3a
2024-02-18,media,Welterweight,10,,Ian Machado Garry,442c9011034ae1fd
2024-02-18,media,Welterweight,11,,Jack Della Maddalena,6b453bc35a823c3f
2024-02-18,media,Welterweight,12,,Neil Magny,84b3e7d38f2d2ec5
2024-02-18,media,Welterweight,13,,Kevin Holland,3a46b268013afede
2024-02-18,media,Welterweight,14,,Michael Chiesa,c58f51dedb310998
2024-02-18,media,Welterweight,15,,Rinat Fakhretdinov,8f765fd5775a8873
2024-02-18,media,Women's Bantamweight,0,,Raquel Pennington,fc169c387b4b465d
2024-02-18,media,Women's Bantamweight,1,,Julianna Peña,3253b16d38ae087d
2024-02-18,media,Women's Bantamweight,2,,Mayra Bueno Silva,cc8c623cca88f54f
2024-02-18,media,Women's Bantamweight,3,,Ketlen Vieira,b9706f80d005036c
2024-02-18,media,Women's Bantamweight,4,,Irene Aldana,578ef12674df1e6a
2024-02-18,media,Women's Bantamweight,5,,Holly Holm,634e2fb70bde3fd5
2024-02-18,media,Women's Bantamweight,6,,Pannie Kianzad,91dac5e69e28d5b5
2024-02-18,media,Women's Bantamweight,7,,Yana Santos,3143bf892608139a
2024-02-18,media,Women's Bantamweight,8,,Miesha Tate,b96619b3acd7d9da
2024-02-18,media,Women's Bantamweight,9,,Karol Rosa,351c4ec637380ad5
2024-02-18,media,Women's Bantamweight,10,,Macy Chiasson,9cdd2da1a9104a0b
2024-02-18,media,Women's Bantamweight,11,,Norma Dumont,d3f5d33d61cd00c9
2024-02-18,media,Women's Bantamweight,12,,Julia Avila,86d9dbe1bfcbade7
2024-02-18,media,Women's Bantamweight,13,,Josiane Nunes,68d35296f566792b
2024-02-18,media,Women's Bantamweight,14,,Chelsea Chandler,af9efbfd63d39734
2024-02-18,media,Women's Bantamweight,15,,Melissa Dixon,
2024-02-18,media,Women's Flyweight,0,,Alexa Grasso,e8b731feff72294b
2024-02-18,media,Women's Flyweight,1,,Valentina Shevchenko,132deb59abae64b1
2024-02-18,media,Women's Flyweight,2,,Erin Blanchfield,669970f7feba8ecd
2024-02-18,media,Women's Flyweight,3,,Manon Fiorot,34ff304266360297
2024-02-18,media,Women's Flyweight,4,,Katlyn Chookagian,e872e9a9a902c045
2024-02-18,media,Women's Flyweight,5,,Jéssica Andrade,6a1901c62ab3870f
2024-02-18,media,Women's Flyweight,6,,Maycee Barber,6a740daf1b279661
2024-02-18,media,Women's Flyweight,7,,Natália Silva,262d32ebda89efc4
2024-02-18,media,Women's Flyweight,8,,Amanda Ribas,beecb672a279223e
2024-02-18,media,Women's Flyweight,9,,Viviane Araújo,36541f1e6c5d4955
2024-02-18,media,Women's Flyweight,10,,Tracy Cortez,68d4a891e5cf2029
2024-02-18,media,Women's Flyweight,11,,Ariane Lipski,6551c64fbcd1a467
2024-02-18,media,Women's Flyweight,12,,Karine Silva,9d62c2d8ee151f08
2024-02-18,media,Women's Flyweight,13,,Casey O'Neill,04835018f90b118c
2024-02-18,media,Women's Flyweight,14,,Jasmine Jasudavicius,a9e260472d321361
2024-02-18,media,Women's Flyweight,15,,Andrea Lee,05fa626cb33d15b8
2024-02-18,media,Women's Strawweight,0,,Zhang Weili,1ebe20ebbfa15e29
2024-02-18,media,Women's Strawweight,1,,Yan Xiaonan,c41d426cc7326d1b
2024-02-18,media,Women's Strawweight,2,,Tatiana Suarez,b08012bbe542592a
2024-02-18,media,Women's Strawweight,3,,Amanda Lemos,3df5493bb279226f
2024-02-18,media,Women's Strawweight,4,,Jéssica Andrade,6a1901c62ab3870f
2024-02-18,media,Women's Strawweight,5,,Virna Jandiroba,7dda2cf308f24a02
2024-02-18,media,Women's Strawweight,6,,Marina Rodriguez,cd2c4d30c6e13b47
2024-02-18,media,Women's Strawweight,7,,Mackenzie Dern,7447e9f28508106a
2024-02-18,media,Women's Strawweight,8,,Amanda Ribas,beecb672a279223e
2024-02-18,media,Women's Strawweight,9,,Luana Pinheiro,a3a542074109b347
2024-02-18,media,Women's Strawweight,10,,Loopy Godinez,8e5d953bdb9ae5e7
2024-02-18,media,Women's Strawweight,11,,Tabatha Ricci,d25240135aee03e5
2024-02-18,media,Women's Strawweight,12,,Angela Hill,f0feeb2192937424
2024-02-18,media,Women's Strawweight,13,,Karolina Kowalkiewicz,d7c3816669784109
2024-02-18,media,Women's Strawweight,14,,Michelle Waterson-Gomez,eb04b9d31e938edb
2024-02-18,media,Women's Strawweight,15,,Gillian Robertson,38c7f72747f4f712
2024-02-25,media,Bantamweight,0,,Sean O'Malley,b50a426a33da0012
2024-02-25,media,Bantamweight,1,,Merab Dvalishvili,c03520b5c88ed6b4
2024-02-25,media,Bantamweight,2,,Aljamain Sterling,cb696ebfb6598724
2024-02-25,media,Bantamweight,3,,Cory Sandhagen,65f09bacd3957381
2024-02-25,media,Bantamweight,4,,Petr Yan,d661ce4da776fc20
2024-02-25,media,Bantamweight,5,,Marlon Vera,7c7332319c14094c
2024-02-25,media,Bantamweight,6,,Henry Cejudo,056c493bbd76a918
2024-02-25,media,Bantamweight,7,,Song Yadong,efb96bf3e9ada36f
2024-02-25,media,Bantamweight,8,,Deiveson Figueiredo,aa72b0f831d0bfe5
2024-02-25,media,Bantamweight,9,,Rob Font,05339613bf8e9808
2024-02-25,media,Bantamweight,10,,Jonathan Martinez,f2477cf43c4975cc
2024-02-25,media,Bantamweight,11,,Dominick Cruz,10f3ba6cd2f44a97
2024-02-25,media,Bantamweight,12,,Pedro Munhoz,6bd02119599741a4
2024-02-25,media,Bantamweight,13,,Umar Nurmagomedov,2b6fc1c02736833d
2024-02-25,media,Bantamweight,14,,Mario Bautista,bc711b6dd95c1af6
2024-02-25,media,Bantamweight,15,,Ricky Simón,5987b2458f4b5290
2024-02-25,media,Featherweight,0,,Ilia Topuria,54f64b5e283b0ce7
2024-02-25,media,Featherweight,1,,Alexander Volkanovski,e1248941344b3288
2024-02-25,media,Featherweight,2,,Max Holloway,150ff4cc642270b9
2024-02-25,media,Featherweight,3,,Yair Rodríguez,cbf5e6f231b55443
2024-02-25,media,Featherweight,4,,Brian Ortega,def8166ff24bd237
2024-02-25,media,Featherweight,5,,Movsar Evloev,76e2870ffafbe38f
2024-02-25,media,Featherweight,6,,Arnold Allen,040a74bb0a465c54
2024-02-25,media,Featherweight,7,,Josh Emmett,fba03cd6cc28dc41
2024-02-25,media,Featherweight,8,,Calvin Kattar,751de04455cfaac0
2024-02-25,media,Featherweight,9,,Giga Chikadze,9560ff14eb3129f7
2024-02-25,media,Featherweight,10,,Bryce Mitchell,d9c6f19f958643e9
2024-02-25,media,Featherweight,11,,Edson Barboza,64a50dad704d1d49
2024-02-25,media,Featherweight,12,,Dan Ige,82a5152216251682
2024-02-25,media,Featherweight,13,,Sodiq Yusuff,94426bb170c88115
2024-02-25,media,Featherweight,14,,Lerone Murphy,396fe87b84ac2e1c
2024-02-25,media,Featherweight,15,,Alex Caceres,7aa3d6964eff4877
2024-02-25,media,Flyweight,0,,Alexandre Pantoja,a0f0004aadf10b71
2024-02-25,media,Flyweight,1,,Brandon Moreno,792be9a24df82ed6
2024-02-25,media,Flyweight,2,,Amir Albazi,6d35bf94f7d30241
2024-02-25,media,Flyweight,3,,Brandon Royval,6e15f63b6c2e2c15
2024-02-25,media,Flyweight,4,,Kai Kara-France,853eb0dd5c0e2149
2024-02-25,media,Flyweight,5,,Matheus Nicolau,1a31ef98efce7a79
2024-02-25,media,Flyweight,6,,Manel Kape,5d1b7e3dd9e11074
2024-02-25,media,Flyweight,7,,Alex Perez,ab2b4ff41d6ebe0f
2024-02-25,media,Flyweight,8,,Muhammad Mokaev,75353550928a7921
2024-02-25,media,Flyweight,9,,Matt Schnell,67c1d46f4ed16f9e
2024-02-25,media,Flyweight,10,,Tim Elliott,c96d9178c9ed9e62
2024-02-25,media,Flyweight,11,,Tagir Ulanbekov,f00ac08ab056af5d
2024-02-25,media,Flyweight,12,,Steve Erceg,32ab52e5de93092d
2024-02-25,media,Flyweight,13,,Su Mudaerji,3cf18e01cb6cbde3
2024-02-25,media,Flyweight,14,,David Dvořák,9ada30894bf04e19
2024-02-25,media,Flyweight,15,,Tatsuro Taira,4461d7e47375a895
2024-02-25,media,Heavyweight,0,,Jon Jones,07f72a2a7591b409
2024-02-25,media,Heavyweight,0,IC,Tom Aspinall,399afbabc02376b5
2024-02-25,media,Heavyweight,2,,Ciryl Gane,787bb1f087ccff8a
2024-02-25,media,Heavyweight,3,,Sergei Pavlovich,f14cf73e51b29254
2024-02-25,media,Heavyweight,4,,Stipe Miocic,d28dee5c705991df
2024-02-25,media,Heavyweight,5,,Curtis Blaydes,fa6796c55d6c5440
2024-02-25,media,Heavyweight,6,,Alexander Volkov,279566840aa55bf2
2024-02-25,media,Heavyweight,7,,Jailton Almeida,41e83a89929d1327
2024-02-25,media,Heavyweight,8,,Serghei Spivac,e2f6b2769aaedd6c
2024-02-25,media,Heavyweight,9,,Tai Tuivasa,c62fbc117d57b943
2024-02-25,media,Heavyweight,10,T,Derrick Lewis,d3df1add9d9a7efb
2024-02-25,media,Heavyweight,10,T,Marcin Tybura,c9cf753cfdf77fc2
2024-02-25,media,Heavyweight,12,,Jairzinho Rozenstruik,2cd428e9606856fd
2024-02-25,media,Heavyweight,13,,Alexander Romanov,c0badf3243907e59
2024-02-25,media,Heavyweight,14,,Marcos Rogério de Lima,ab943cd2c3c17825
2024-02-25,media,Heavyweight,15,,Rodrigo Nascimento,d31a5546c0e9b213
2024-02-25,media,Light Heavyweight,0,,Alex Pereira,e5549c82bfb5582d
2024-02-25,media,Light Heavyweight,1,,Jamahal Hill,5444c5a201d3ee5a
2024-02-25,media,Light Heavyweight,2,,Jiří Procházka,009341ed974bad72
2024-02-25,media,Light Heavyweight,3,,Magomed Ankalaev,d802174b0c0c1f4e
2024-02-25,media,Light Heavyweight,4,,Jan Błachowicz,99df7d0a2a08a8a8
2024-02-25,media,Light Heavyweight,5,,Aleksandar Rakić,333b9e5c723ac873
2024-02-25,media,Light Heavyweight,6,,Nikita Krylov,1091d4d957141094
2024-02-25,media,Light Heavyweight,7,,Johnny Walker,c21f26bbde777573
2024-02-25,media,Light Heavyweight,8,,Khalil Rountree Jr.,749f572d1d3161fb
2024-02-25,media,Light Heavyweight,9,,Volkan Oezdemir,0845c81e37d3bcb3
2024-02-25,media,Light Heavyweight,10,,Anthony Smith,d4c9dcd330403612
2024-02-25,media,Light Heavyweight,11,,Ryan Spann,a67f5afa8d6a1b80
2024-02-25,media,Light Heavyweight,12,,Alonzo Menifield,a495f599e787614f
2024-02-25,media,Light Heavyweight,13,,Azamat Murzakanov,e90a2f22417af68e
2024-02-25,media,Light Heavyweight,14,,Dominick Reyes,2e19380f34871c6a
2024-02-25,media,Light Heavyweight,15,,Dustin Jacoby,e4277e87a789d687
2024-02-25,media,Lightweight,0,,Islam Makhachev,275aca31f61ba28c
2024-02-25,media,Lightweight,1,,Charles Oliveira,07225ba28ae309b6
2024-02-25,media,Lightweight,2,,Justin Gaethje,9e8f6c728eb01124
2024-02-25,media,Lightweight,3,,Dustin Poirier,029eaff01e6bb8f0
2024-02-25,media,Lightweight,4,,Arman Tsarukyan,eae48ff31db420c2
2024-02-25,media,Lightweight,5,,Michael Chandler,4b93a88f3b1de35b
2024-02-25,media,Lightweight,6,,Mateusz Gamrot,72db2a14ffa73ece
2024-02-25,media,Lightweight,7,,Beneil Dariush,08af939f41b5a57b
2024-02-25,media,Lightweight,8,,Rafael Fiziev,c814b4c899793af6
2024-02-25,media,Lightweight,9,,Jalin Turner,4d8fa64202cee4c1
2024-02-25,media,Lightweight,10,,Dan Hooker,193b9d1858bc4df3
2024-02-25,media,Lightweight,11,,Rafael dos Anjos,6a2f7c151031653d
2024-02-25,media,Lightweight,12,,Benoît Saint Denis,c2299ec916bc7c56
2024-02-25,media,Lightweight,13,,Renato Moicano,b6452706b373eea1
2024-02-25,media,Lightweight,14,,Bobby Green,887961364be5ceb3
2024-02-25,media,Lightweight,15,,Drew Dober,519e4fe37ce9ff75
2024-02-25,media,Middleweight,0,,Dricus du Plessis,0d7b51c9d2649a6e
2024-02-25,media,Middleweight,1,,Sean Strickland,0d8011111be000b2
2024-02-25,media,Middleweight,2,,Israel Adesanya,1338e2c7480bdf9e
2024-02-25,media,Middleweight,3,,Robert Whittaker,e1147d3d2dabe1ce
2024-02-25,media,Middleweight,4,,Jared Cannonier,13a0275fa13c4d26
2024-02-25,media,Middleweight,5,,Marvin Vettori,7acbb0972e75281a
2024-02-25,media,Middleweight,6,,Brendan Allen,2f181c0467965b98
2024-02-25,media,Middleweight,7,,Paulo Costa,2e5c2aa8e4ab9d82
2024-02-25,media,Middleweight,8,,Nassourdine Imavov,881bf86d4cba8578
2024-02-25,media,Middleweight,9,T,Jack Hermansson,0a1942069c9ad6b6
2024-02-25,media,Middleweight,9,T,Roman Dolidze,327d5f279895110d
2024-02-25,media,Middleweight,11,,Khamzat Chimaev,767755fd74662dbf
2024-02-25,media,Middleweight,12,,Paul Craig,eabf206b162b3b83
2024-02-25,media,Middleweight,13,,Anthony Hernandez,093e1f5bb73850be
2024-02-25,media,Middleweight,14,,Chris Curtis,5442f1bc4b47eaf3
2024-02-25,media,Middleweight,15,,Caio Borralho,4126a78111c0855a
2024-02-25,media,Welterweight,0,,Leon Edwards,f1fac969a1d70b08
2024-02-25,media,Welterweight,1,,Kamaru Usman,f1b2aa7853d1ed6e
2024-02-25,media,Welterweight,2,,Belal Muhammad,b1b0729d27936f2f
2024-02-25,media,Welterweight,3,,Shavkat Rakhmonov,01afe0916a40c7c5
2024-02-25,media,Welterweight,4,,Gilbert Burns,23024fdfc966410a
2024-02-25,media,Welterweight,5,,Colby Covington,dc9572dd6ec74859
2024-02-25,media,Welterweight,6,,Ian Machado Garry,442c9011034ae1fd
2024-02-25,media,Welterweight,7,,Sean Brady,45f7cb591c3ab00b
2024-02-25,media,Welterweight,8,,Stephen Thompson,4a28cb716c19157a
2024-02-25,media,Welterweight,9,,Geoff Neal,b997be68943010fc
2024-02-25,media,Welterweight,10,,Vicente Luque,6d4b63c767106d3a
2024-02-25,media,Welterweight,11,,Jack Della Maddalena,6b453bc35a823c3f
2024-02-25,media,Welterweight,12,,Neil Magny,84b3e7d38f2d2ec5
2024-02-25,media,Welterweight,13,,Kevin Holland,3a46b268013afede
2024-02-25,media,Welterweight,14,,Michael Chiesa,c58f51dedb310998
2024-02-25,media,Welterweight,15,,Rinat Fakhretdinov,8f765fd5775a8873
2024-02-25,media,Women's Bantamweight,0,,Raquel Pennington,fc169c387b4b465d
2024-02-25,media,Women's Bantamweight,1,,Julianna Peña,3253b16d38ae087d
2024-02-25,media,Women's Bantamweight,2,,Mayra Bueno Silva,cc8c623cca88f54f
2024-02-25,media,Women's Bantamweight,3,,Ketlen Vieira,b9706f80d005036c
2024-02-25,media,Women's Bantamweight,4,,Irene Aldana,578ef12674df1e6a
2024-02-25,media,Women's Bantamweight,5,,Holly Holm,634e2fb70bde3fd5
2024-02-25,media,Women's Bantamweight,6,,Pannie Kianzad,91dac5e69e28d5b5
2024-02-25,media,Women's Bantamweight,7,,Yana Santos,3143bf892608139a
2024-02-25,media,Women's Bantamweight,8,,Miesha Tate,b96619b3acd7d9da
2024-02-25,media,Women's Bantamweight,9,,Karol Rosa,351c4ec637380ad5
2024-02-25,media,Women's Bantamweight,10,,Macy Chiasson,9cdd2da1a9104a0b
2024-02-25,media,Women's Bantamweight,11,,Norma Dumont,d3f5d33d61cd00c9
2024-02-25,media,Women's Bantamweight,12,,Julia Avila,86d9dbe1bfcbade7
2024-02-25,media,Women's Bantamweight,13,,Josiane Nunes,68d35296f566792b
2024-02-25,media,Women's Bantamweight,14,,Chelsea Chandler,af9efbfd63d39734
2024-02-25,media,Women's Bantamweight,15,,Melissa Dixon,
2024-02-25,media,Women's Flyweight,0,,Alexa Grasso,e8b731feff72294b
2024-02-25,media,Women's Flyweight,1,,Valentina Shevchenko,132deb59abae64b1
2024-02-25,media,Women's Flyweight,2,,Erin Blanchfield,669970f7feba8ecd
2024-02-25,media,Women's Flyweight,3,,Manon Fiorot,34ff304266360297
2024-02-25,media,Women's Flyweight,4,,Katlyn Cerminara,e872e9a9a902c045
2024-02-25,media,Women's Flyweight,5,,Jéssica Andrade,6a1901c62ab3870f
2024-02-25,media,Women's Flyweight,6,,Maycee Barber,6a740daf1b279661
2024-02-25,media,Women's Flyweight,7,,Natália Silva,262d32ebda89efc4
2024-02-25,media,Women's Flyweight,8,,Amanda Ribas,beecb672a279223e
2024-02-25,media,Women's Flyweight,9,,Viviane Araújo,36541f1e6c5d4955
2024-02-25,media,Women's Flyweight,10,,Tracy Cortez,68d4a891e5cf2029
2024-02-25,media,Women's Flyweight,11,,Ariane Lipski,6551c64fbcd1a467
2024-02-25,media,Women's Flyweight,12,,Karine Silva,9d62c2d8ee151f08
2024-02-25,media,Women's Flyweight,13,,Casey O'Neill,04835018f90b118c
2024-02-25,media,Women's Flyweight,14,,Miranda Maverick,f29a6350c69f4a33
2024-02-25,media,Women's Flyweight,15,,Jasmine Jasudavicius,a9e260472d321361
2024-02-25,media,Women's Strawweight,0,,Zhang Weili,1ebe20ebbfa15e29
2024-02-25,media,Women's Strawweight,1,,Yan Xiaonan,c41d426cc7326d1b
2024-02-25,media,Women's Strawweight,2,,Tatiana Suarez,b08012bbe542592a
2024-02-25,media,Women's Strawweight,3,,Amanda Lemos,3df5493bb279226f
2024-02-25,media,Women's Strawweight,4,,Jéssica Andrade,6a1901c62ab3870f
2024-02-25,media,Women's Strawweight,5,,Virna Jandiroba,7dda2cf308f24a02
2024-02-25,media,Women's Strawweight,6,,Marina Rodriguez,cd2c4d30c6e13b47
2024-02-25,media,Women's Strawweight,7,,Amanda Ribas,beecb672a279223e
2024-02-25,media,Women's Strawweight,8,,Mackenzie Dern,7447e9f28508106a
2024-02-25,media,Women's Strawweight,9,,Luana Pinheiro,a3a542074109b347
2024-02-25,media,Women's Strawweight,10,,Loopy Godinez,8e5d953bdb9ae5e7
2024-02-25,media,Women's Strawweight,11,,Tabatha Ricci,d25240135aee03e5
2024-02-25,media,Women's Strawweight,12,,Angela Hill,f0feeb2192937424
2024-02-25,media,Women's Strawweight,13,,Karolina Kowalkiewicz,d7c3816669784109
2024-02-25,media,Women's Strawweight,14,,Michelle Waterson-Gomez,eb04b9d31e938edb
2024-02-25,media,Women's Strawweight,15,,Gillian Robertson,38c7f72747f4f712
2024-03-03,media,Bantamweight,0,,Sean O'Malley,b50a426a33da0012
2024-03-03,media,Bantamweight,1,,Merab Dvalishvili,c03520b5c88ed6b4
2024-03-03,media,Bantamweight,2,,Aljamain Sterling,cb696ebfb6598724
2024-03-03,media,Bantamweight,3,,Cory Sandhagen,65f09bacd3957381
2024-03-03,media,Bantamweight,4,,Petr Yan,d661ce4da776fc20
2024-03-03,media,Bantamweight,5,,Marlon Vera,7c7332319c14094c
2024-03-03,media,Bantamweight,6,,Henry Cejudo,056c493bbd76a918
2024-03-03,media,Bantamweight,7,,Song Yadong,efb96bf3e9ada36f
2024-03-03,media,Bantamweight,8,,Deiveson Figueiredo,aa72b0f831d0bfe5
2024-03-03,media,Bantamweight,9,,Rob Font,05339613bf8e9808
2024-03-03,media,Bantamweight,10,,Jonathan Martinez,f2477cf43c4975cc
2024-03-03,media,Bantamweight,11,,Dominick Cruz,10f3ba6cd2f44a97
2024-03-03,media,Bantamweight,12,,Pedro Munhoz,6bd02119599741a4
2024-03-03,media,Bantamweight,13,,Umar Nurmagomedov,2b6fc1c02736833d
2024-03-03,media,Bantamweight,14,,Mario Bautista,bc711b6dd95c1af6
2024-03-03,media,Bantamweight,15,,Ricky Simón,5987b2458f4b5290
2024-03-03,media,Featherweight,0,,Ilia Topuria,54f64b5e283b0ce7
2024-03-03,media,Featherweight,1,,Alexander Volkanovski,e1248941344b3288
2024-03-03,media,Featherweight,2,,Max Holloway,150ff4cc642270b9
2024-03-03,media,Featherweight,3,,Brian Ortega,def8166ff24bd237
2024-03-03,media,Featherweight,4,,Yair Rodríguez,cbf5e6f231b55443
2024-03-03,media,Featherweight,5,,Movsar Evloev,76e2870ffafbe38f
2024-03-03,media,Featherweight,6,,Arnold Allen,040a74bb0a465c54
2024-03-03,media,Featherweight,7,,Josh Emmett,fba03cd6cc28dc41
2024-03-03,media,Featherweight,8,,Calvin Kattar,751de04455cfaac0
2024-03-03,media,Featherweight,9,,Giga Chikadze,9560ff14eb3129f7
2024-03-03,media,Featherweight,10,,Bryce Mitchell,d9c6f19f958643e9
2024-03-03,media,Featherweight,11,,Edson Barboza,64a50dad704d1d49
2024-03-03,media,Featherweight,12,,Dan Ige,82a5152216251682
2024-03-03,media,Featherweight,13,,Sodiq Yusuff,94426bb170c88115
2024-03-03,media,Featherweight,14,,Lerone Murphy,396fe87b84ac2e1c
2024-03-03,media,Featherweight,15,,Alex Caceres,7aa3d6964eff4877
2024-03-03,media,Flyweight,0,,Alexandre Pantoja,a0f0004aadf10b71
2024-03-03,media,Flyweight,1,,Brandon Royval,6e15f63b6c2e2c15
2024-03-03,media,Flyweight,2,,Brandon Moreno,792be9a24df82ed6
2024-03-03,media,Flyweight,3,,Amir Albazi,6d35bf94f7d30241
2024-03-03,media,Flyweight,4,,Kai Kara-France,853eb0dd5c0e2149
2024-03-03,media,Flyweight,5,,Matheus Nicolau,1a31ef98efce7a79
2024-03-03,media,Flyweight,6,,Manel Kape,5d1b7e3dd9e11074
2024-03-03,media,Flyweight,7,,Alex Perez,ab2b4ff41d6ebe0f
2024-03-03,media,Flyweight,8,,Muhammad Mokaev,75353550928a7921
2024-03-03,media,Flyweight,9,,Matt Schnell,67c1d46f4ed16f9e
2024-03-03,media,Flyweight,10,,Tim Elliott,c96d9178c9ed9e62
2024-03-03,media,Flyweight,11,,Tagir Ulanbekov,f00ac08ab056af5d
2024-03-03,media,Flyweight,12,,Steve Erceg,32ab52e5de93092d
